Marital_status,Application_mode,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations
1,39,133.1,100,0,0,1,1,0,35,18,18,11.555555555555555,13,13,13,11.615384615384617,0
1,1,125,128.5,0,0,1,1,0,20,6,1,14,6,7,0,0,0
1,39,130,113,1,0,0,1,0,35,6,1,13,6,8,0,0,0
1,1,170,150.8,1,0,1,0,0,27,6,2,11,6,14,1,11,0
1,17,120,114.8,1,0,1,0,0,19,6,4,10.5,6,8,4,11.25,0
1,39,130,129,0,1,0,0,0,26,7,4,12.86,7,10,5,11.566666666666668,0
1,17,133.1,110.5,0,0,1,0,0,19,6,6,14.25,6,7,6,14,0
1,1,141,132.5,1,0,0,0,0,19,7,0,0,8,0,0,0,0
1,1,138,130.7,1,0,1,0,0,18,0,0,0,0,0,0,0,0
1,17,130,130.4,1,0,1,0,1,19,7,7,13.894285714285711,8,8,8,14.3625,0
1,17,128,124.3,1,0,1,0,1,19,7,7,13.46875,8,8,8,13.31375,0
1,1,135,132.6,1,0,1,0,1,19,5,5,13.6,5,5,5,14.6,0
1,44,150,146.7,0,0,1,0,1,21,6,6,14.666666666666666,6,6,6,13.833333333333334,0
1,1,135,130.1,1,0,1,0,0,18,6,6,13.666666666666666,6,7,6,13,0
2,43,120,120,1,0,1,0,0,33,12,10,13.3,11,11,11,13.727272727272728,0
1,7,120,121.3,0,0,1,0,0,32,11,11,13.454545454545457,11,13,7,12.428571428571429,0
1,1,140,133.3,1,0,1,0,1,17,8,8,13.41625,8,8,8,13.41625,0
2,39,140,110.5,0,0,1,0,0,31,7,0,0,8,0,0,0,0
2,39,140,102.5,0,0,1,0,1,32,6,6,11.333333333333334,6,8,5,13,0
1,1,156,150.9,1,0,1,0,0,18,6,6,16,6,10,6,14.625,0
1,43,100,117.9,0,0,0,1,0,40,5,0,0,5,6,0,0,0
2,1,120,135,1,0,1,1,0,32,5,5,14.8,5,5,5,14.2,0
1,7,120,120,0,0,0,1,0,40,5,1,13,5,5,2,14,0
1,1,172,167.1,0,0,1,1,1,18,0,0,0,0,0,0,0,0
1,43,120,115.8,0,1,0,1,0,28,9,4,10,6,6,1,10,0
1,16,137,141.2,1,1,1,1,0,19,6,5,11.2,6,7,6,12,0
1,1,117,118.4,0,0,1,1,1,19,6,6,11.833333333333334,6,11,3,13,0
1,1,142,134.3,0,0,1,1,0,21,5,0,0,5,0,0,0,0
1,17,135,128.7,1,0,1,1,0,22,5,2,10.5,5,10,0,0,0
1,17,115,116.1,1,0,0,1,0,18,5,5,12.5,5,7,5,13.571428571428571,0
1,39,110,100,1,0,1,1,0,27,0,0,0,0,0,0,0,0
2,43,140,130,1,0,1,1,0,30,10,9,12.333333333333334,10,12,8,12,0
1,39,150,150,0,0,1,1,0,28,6,0,0,6,8,1,10,1
1,1,133,132,0,0,1,1,1,20,6,5,11.142857142857142,6,9,6,11.571428571428571,0
1,43,110,125,0,0,0,1,0,31,8,5,12.166666666666666,7,12,5,12,0
1,17,126,116.2,0,1,0,1,0,21,5,2,11,5,8,2,11.5,2
1,39,133.1,100,1,0,0,1,0,27,5,1,11,5,6,3,10.666666666666666,1
1,1,136,132.9,1,0,1,1,0,19,6,4,13.25,6,13,5,11.8,0
1,44,140,140,1,0,0,1,0,21,6,2,12.5,6,10,0,0,0
1,43,160,100.1,0,0,0,1,0,35,10,7,12.142857142857142,9,9,4,12.25,0
1,39,133.1,128.2,0,0,1,1,0,28,5,3,12,5,10,3,11.333333333333334,0
1,1,142,136.1,1,0,0,1,0,19,4,0,0,6,0,0,0,0
1,1,131,130.3,1,0,1,1,1,20,6,6,12.833333333333334,6,8,6,12.666666666666666,2
1,39,110,142.5,0,1,0,1,0,37,7,5,12,7,7,3,11.666666666666666,0
1,1,124,114.6,1,0,1,1,0,19,6,2,12,6,12,1,13,0
1,39,120,108.5,0,0,1,1,0,36,7,0,0,7,7,0,0,0
1,39,133.1,140,0,0,1,1,0,29,5,0,0,5,0,0,0,0
1,39,133.1,120,0,0,1,1,0,30,6,6,11.375,6,10,5,11.6,0
1,51,133.1,120,0,1,1,1,0,32,6,2,12,6,7,0,0,0
2,44,140,140,0,0,1,1,0,37,6,1,12,6,23,2,10.5,1
1,39,138.7,111.3,0,0,1,1,0,27,6,3,12,6,7,2,11,0
1,1,131,131,1,0,1,1,1,18,6,6,12.714285714285714,6,8,5,11.833333333333334,0
1,1,149,139.5,0,0,1,1,1,18,8,8,15.3,8,8,8,15.3,0
2,39,133.1,110,0,0,0,1,0,32,8,2,11.5,7,9,0,0,0
1,43,120,115,0,0,1,1,0,22,6,0,0,6,10,0,0,0
4,39,133.1,154.3,0,0,1,0,0,32,7,0,0,8,0,0,0,0
1,17,126,115.2,0,0,0,0,0,19,6,3,12.666666666666666,6,10,5,13.125,0
1,1,125,130.6,1,0,1,0,1,18,6,6,13.5,6,6,6,14,0
1,1,123,117.4,1,0,1,0,1,18,5,5,12,5,10,5,11.4,0
1,7,150,150,1,1,0,0,0,38,5,0,0,5,5,0,0,0
1,17,132,131.3,1,0,1,0,0,21,6,5,11.8,6,8,4,10.5,0
1,1,133,120.4,0,0,0,0,0,21,6,2,11.5,6,13,1,13,0
1,1,137,125,1,0,1,0,0,19,7,6,14.616666666666667,7,7,6,14.616666666666667,0
1,17,150,142.7,0,1,1,0,0,18,6,4,11,6,12,3,11.333333333333334,0
1,7,130,130,0,0,1,0,0,25,5,0,0,5,0,0,0,0
1,1,136,120.8,1,0,1,0,0,19,14,7,12.192307692307692,14,22,7,12.192307692307692,5
1,17,131,130.3,1,0,1,0,1,18,6,6,12.833333333333334,6,7,6,12.333333333333334,0
1,17,130,119.9,0,0,1,0,1,19,5,5,12.875,5,6,5,11.833333333333334,0
1,1,108,110.5,1,0,1,0,1,22,6,6,12.166666666666666,6,6,6,12.5,0
1,44,160,160,1,0,1,0,0,21,6,6,13.428571428571429,6,12,6,12.857142857142858,0
1,17,113,118.6,1,0,1,0,1,21,6,6,14.5,6,8,6,14.666666666666666,0
1,1,113,112.3,0,0,1,0,1,20,7,7,12.142857142857142,7,7,7,12.857142857142858,0
1,1,148,125,1,0,1,0,0,18,7,6,13.9,7,7,6,13.9,0
1,39,130,105.8,0,0,1,0,0,26,7,3,13.766666666666666,7,11,3,12.066666666666668,0
1,26,133.1,121.5,1,0,1,0,0,31,15,13,11.615384615384617,14,14,11,12.545454545454543,0
1,17,138,134.2,1,0,1,0,1,18,6,6,15.166666666666666,6,7,6,14.142857142857142,0
4,7,130,130,0,0,1,0,0,35,5,0,0,5,5,0,0,0
1,1,115,108.7,0,0,1,0,1,19,6,5,10.8,6,8,6,10.714285714285714,0
1,1,147,136.7,0,0,1,0,0,18,7,7,13.995714285714287,8,9,8,14.955555555555556,0
1,17,132,119.1,0,0,1,0,0,20,6,6,13.285714285714286,6,16,6,11.8,0
1,1,146,151.3,1,0,1,0,1,19,12,12,12.75,11,16,11,13.25,0
1,17,133,127.4,0,1,1,0,1,18,7,7,12.714285714285714,7,7,7,12.285714285714286,0
1,42,124,124,0,0,1,0,0,23,8,8,12.88625,8,8,8,12.88625,0
1,1,133.1,155,0,0,1,0,1,21,6,5,13,6,6,6,12.666666666666666,0
1,1,121,114,0,0,1,0,1,19,5,5,12.2,5,6,5,11.2,0
1,53,160,160,1,0,1,0,0,20,11,11,13.785714285714286,9,9,9,13.88888888888889,0
1,1,150,136.5,1,0,1,0,1,18,8,8,14.50125,8,8,8,14.50125,0
2,1,130,122.3,0,0,1,0,0,19,7,6,14.35,7,7,6,14.35,0
1,17,133.1,128,0,0,1,0,1,21,6,6,11.5,6,6,6,12.333333333333334,0
1,1,154,156.5,1,0,1,0,1,18,6,6,11.714285714285714,6,6,6,14.666666666666666,0
1,1,150,143,0,0,1,0,0,18,6,5,13,6,6,6,13.666666666666666,0
1,17,141,131.9,1,0,1,0,1,18,7,7,13.56875,8,8,8,14.02625,0
1,17,146,155.1,1,0,1,0,0,18,0,0,0,0,0,0,0,0
1,1,139,130.3,1,0,1,0,1,18,8,8,14.15375,8,8,8,14.15375,0
1,1,136,123.3,0,0,0,0,0,18,8,0,0,8,8,0,0,8
1,1,110,117.4,1,0,1,0,0,20,6,6,13.833333333333334,6,6,6,12.833333333333334,0
1,17,129,120,1,0,1,0,0,19,8,7,12.454285714285716,8,8,7,12.454285714285716,0
1,1,137,126.7,1,0,1,0,0,18,7,0,0,8,0,0,0,0
1,17,138,129.3,1,0,1,0,1,18,7,6,13.271666666666668,8,11,7,12.94375,0
1,1,133.1,98.6,0,0,1,0,0,21,6,2,11,6,12,0,0,0
1,1,136,126.9,1,0,1,0,1,19,7,7,13.285714285714286,7,7,7,14.428571428571429,0
1,17,139,146.7,1,0,1,0,1,20,6,6,13.333333333333334,6,7,6,14,0
1,1,125,117,0,0,1,0,1,21,8,8,13.2575,8,8,8,13.2575,0
1,44,130,130,1,0,1,0,0,23,6,0,0,6,7,0,0,0
1,17,137,125.8,0,0,0,0,1,18,6,6,12.666666666666666,6,6,2,11.5,0
2,39,130,160,0,0,1,0,0,30,5,5,14.6,5,5,5,15.4,0
1,1,130,134.2,1,0,1,0,0,20,5,0,0,5,5,0,0,5
2,43,160,96,0,0,0,0,0,29,5,3,12.333333333333334,5,8,0,0,0
1,1,136,125.2,1,0,1,0,0,20,6,6,11.666666666666666,6,10,6,11.333333333333334,0
1,43,117,100,0,0,1,0,0,27,6,4,12.5,6,6,6,14.333333333333334,0
2,7,140,140,0,0,1,0,0,23,5,0,0,5,0,0,0,0
1,51,132,120,0,0,1,0,1,23,6,6,15.333333333333334,6,6,6,14.166666666666666,0
1,1,147,134.3,1,0,1,0,0,18,8,7,14.2,8,8,7,14.2,0
1,1,158,144.7,1,0,1,0,1,19,6,6,14.833333333333334,6,6,6,14.666666666666666,0
1,17,142,131.9,1,0,1,0,0,19,7,7,13.642857142857142,8,8,8,14.3875,0
1,1,143,136.7,1,0,1,0,1,18,6,6,13.833333333333334,6,6,6,14,0
1,1,135,129.8,1,0,1,0,0,19,6,6,11.833333333333334,6,7,6,13,0
1,1,160,146.5,0,0,1,0,1,18,6,6,13.428571428571429,6,10,6,13.5,0
1,39,133.1,117.8,0,0,1,0,0,24,7,6,11.416666666666666,8,9,8,11.9625,0
1,17,133.1,106,1,0,1,0,0,19,7,2,12.75,7,12,2,11,0
1,17,106,116.9,1,0,1,0,0,20,6,6,11.5,6,8,5,12.4,0
1,1,148,141.7,0,0,1,0,0,18,6,6,13.833333333333334,6,6,6,12.666666666666666,0
1,1,134,127.7,1,0,0,0,0,18,6,6,11.714285714285714,6,11,4,11.333333333333334,0
1,1,130,122.1,1,0,1,0,1,19,7,7,11.678571428571429,8,10,7,13.0375,0
1,16,150,153.5,1,0,1,0,0,19,6,6,15.714285714285714,6,6,6,14.666666666666666,0
1,1,141,141.4,1,0,1,0,1,18,0,0,0,0,0,0,0,0
1,1,140,135.8,1,0,1,0,1,19,6,6,13,6,7,6,13,0
1,1,138,127.5,1,0,1,0,1,18,7,7,14.485714285714286,8,9,8,14.58888888888889,0
1,42,133,100,0,0,1,0,0,20,8,7,11.571428571428571,8,8,7,11.571428571428571,0
1,1,150,131.5,1,0,1,0,1,19,8,7,12.657142857142857,8,8,7,12.657142857142857,0
1,17,117,109.3,0,0,0,0,0,22,5,2,10,5,11,1,10,0
1,1,145,127.9,1,0,1,0,0,19,6,6,13.714285714285714,6,6,6,13.166666666666666,0
1,7,140,140,1,0,1,0,0,36,14,13,13.071428571428571,11,16,11,13,0
1,44,160,160,0,0,1,0,1,19,6,6,15.333333333333334,6,9,6,14,0
1,17,125,119.8,0,0,1,0,0,18,6,5,11.571428571428571,6,8,6,12.142857142857142,0
4,43,133.1,153,0,0,0,0,0,40,5,0,0,5,5,0,0,0
1,1,139,125,1,0,1,0,1,19,7,6,12.9,7,7,6,12.9,0
1,7,120,120,0,0,1,0,0,32,10,4,11.5,9,13,3,11.666666666666666,2
1,17,120,116.9,1,0,1,0,0,19,6,6,13.5,6,7,6,13.428571428571429,0
2,39,130,117.9,0,0,1,0,0,35,1,0,0,5,0,0,0,0
1,17,150,135,0,0,1,0,0,29,8,7,11.142857142857142,8,11,8,11.375,0
1,1,143,129.5,1,0,1,0,1,18,8,7,13.79857142857143,8,8,7,13.79857142857143,0
2,39,100,111.3,0,1,0,0,0,25,6,6,13.333333333333334,6,6,6,13.5,0
4,39,133.1,95,0,1,0,0,0,50,6,0,0,5,6,0,0,0
2,1,133.1,131.8,0,0,1,0,0,24,15,14,11.357142857142858,14,15,13,12.846153846153848,0
1,1,132,119.1,0,0,1,0,0,18,5,0,0,5,8,0,0,0
1,17,131,125.4,1,0,1,0,0,20,6,6,15.692307692307692,6,13,5,14.428571428571429,0
1,16,147,140.7,1,1,1,0,1,20,18,18,15.052631578947368,13,13,13,14.538461538461538,0
1,43,141,131.9,0,0,1,0,0,21,10,6,11.5,10,17,5,12.4,0
1,1,135,139.2,0,0,1,1,1,19,6,6,13,6,6,6,13.166666666666666,0
1,1,133,121.8,0,0,1,1,1,18,8,8,12.93875,8,8,8,12.93875,0
1,17,142,132.9,0,0,1,1,0,22,0,0,0,0,0,0,0,0
1,44,130,130,0,0,1,1,0,25,6,0,0,6,8,0,0,0
2,39,133.1,130.1,0,0,0,1,0,37,7,5,13,7,9,5,12.88,0
1,39,133.1,124.5,0,0,0,1,0,38,7,5,12.18,7,11,4,11.8125,0
2,39,130,162.3,0,0,1,1,0,36,6,3,11.333333333333334,6,12,5,11.4,0
1,1,149,137.8,1,0,1,1,0,18,8,7,13,8,8,7,13,0
1,1,130,119.5,0,0,0,1,0,19,5,0,0,6,0,0,0,0
1,39,150,110,0,1,1,1,0,24,5,2,12.5,5,8,3,12.333333333333334,0
1,1,106,105,0,0,1,1,0,20,6,5,11,6,9,5,12.166666666666666,0
1,1,162,142.8,1,0,1,1,0,21,0,0,0,0,0,0,0,0
2,43,120,128.2,1,0,1,1,0,32,5,0,0,5,5,0,0,0
2,39,133.1,120,0,0,1,1,0,39,5,0,0,5,5,1,10,0
1,7,130,130,0,0,0,1,0,33,5,0,0,5,5,0,0,0
1,17,128,121.7,0,0,1,1,1,20,5,5,12.4,5,5,4,10.75,0
1,1,124,116,0,0,1,1,0,19,6,6,15.5,6,10,6,14.1,0
2,39,133.1,133.2,0,0,0,1,0,43,5,2,11.5,5,12,3,10.8,0
2,43,114,116.7,0,0,1,1,0,49,5,4,13.333333333333334,5,9,4,11.6,1
1,1,140,126.4,1,0,1,1,1,18,6,6,12.666666666666666,6,6,6,13.5,0
1,1,122,120.3,1,0,1,1,1,19,5,5,12.6,5,9,5,13.6,0
1,39,140,118,0,1,1,1,1,45,6,6,13.5,6,6,0,0,0
1,15,160,149.5,1,0,0,1,0,19,6,6,13,6,8,6,13,0
1,44,130,130,0,0,1,1,1,21,6,6,11.714285714285714,6,8,4,11.75,0
1,1,141,126.3,0,0,1,1,1,18,6,6,12.166666666666666,6,7,5,13,0
1,17,127,116.2,0,0,1,1,0,18,5,0,0,5,13,0,0,0
1,17,126,126,0,0,0,1,0,29,6,0,0,6,6,0,0,6
1,1,131,122.3,0,0,1,1,0,19,5,5,11.5,5,5,5,11.6,0
1,44,130,131.8,0,0,1,1,1,22,7,7,12.285714285714286,9,10,8,12.375,0
1,17,140,130.7,1,0,1,1,1,18,7,7,12.718571428571428,8,11,8,12.805555555555555,0
1,1,140,129.5,1,0,1,1,0,20,0,0,0,0,0,0,0,0
4,39,133.1,130,0,1,1,1,1,29,6,1,14,6,7,0,0,0
1,39,120,114,1,0,1,1,0,29,5,3,11.666666666666666,5,8,4,11.25,0
1,17,123,116.4,1,1,1,1,0,19,0,0,0,0,0,0,0,0
1,1,136,121.7,1,0,1,1,0,18,5,0,0,5,11,1,12,3
2,42,136,130,1,0,1,1,0,22,6,4,11.5,6,12,2,12.5,0
1,43,120,120,1,1,1,1,0,34,10,7,11.714285714285714,10,10,6,11.5,0
1,43,160,125,0,0,1,1,0,26,5,5,12.6,5,7,5,13.714285714285714,0
1,17,125,134.1,1,0,1,1,0,24,17,13,11.642857142857142,17,25,12,11.25,0
1,1,146,149.5,1,0,1,1,1,17,6,6,14.875,6,8,6,13.428571428571429,0
1,44,140,140,1,0,1,1,0,19,6,6,12.714285714285714,6,9,6,13.5,0
2,39,111,162.4,0,1,0,1,0,49,12,5,11.6,7,7,5,11.2,0
1,43,120,136.6,0,0,1,1,0,23,7,5,11.94,7,14,6,12.2,0
1,18,111,111,1,0,1,1,0,18,5,4,11.6,5,9,3,14.2,0
1,1,106,105.7,1,0,1,1,0,19,6,6,13.333333333333334,6,9,5,13.8,0
1,1,151,137,1,0,1,1,0,18,5,5,13.4,5,5,5,15,0
2,39,133.1,120,0,1,0,1,0,45,6,0,0,6,12,0,0,0
1,39,120,120.5,1,0,1,1,0,30,5,2,11,5,5,0,0,0
1,51,120,118.1,0,0,1,1,0,28,15,13,12,13,13,9,11.333333333333334,0
1,39,110,139,0,0,1,1,0,40,5,0,0,5,0,0,0,0
1,39,133.1,116.3,0,0,0,1,0,32,5,0,0,5,9,0,0,0
1,17,118,120.5,1,0,1,1,0,19,6,4,12.5,6,12,4,10.25,0
1,1,139,134.9,1,0,1,1,0,20,6,6,13.666666666666666,6,7,6,12.166666666666666,1
1,17,130,123,0,0,1,1,0,18,5,1,10,5,7,0,0,0
1,17,132,122.9,0,0,0,1,0,20,6,6,11.5,6,9,2,13,0
1,17,156,132.3,1,0,1,1,1,18,7,6,13.266666666666666,7,7,6,13.266666666666666,0
1,17,143,131.5,1,0,1,1,1,18,7,7,12.5125,8,8,8,14.1875,0
2,43,133.1,128.2,0,0,1,1,0,28,5,0,0,5,5,0,0,0
1,39,140,148,1,0,0,1,0,31,6,0,0,6,6,0,0,0
1,1,127,121.5,0,0,1,1,0,23,7,6,13.483333333333334,7,7,6,13.483333333333334,0
1,39,133.1,139,0,1,0,1,0,33,6,0,0,5,6,0,0,0
1,43,120,113.4,0,0,1,1,0,22,5,3,13,5,9,3,11.666666666666666,0
1,44,150,150,1,1,1,1,0,20,5,5,16.5,5,7,5,17.714285714285715,0
1,44,150,150,1,0,1,1,0,20,6,6,13.8,6,7,6,13.142857142857142,0
1,39,130,140,0,0,0,1,0,25,6,0,0,6,0,0,0,0
1,1,141,140.7,1,0,1,1,0,20,5,5,12.6,5,6,4,14.5,1
1,17,146,146.7,1,0,1,1,0,19,6,6,13.833333333333334,6,8,6,13.625,0
1,39,133.1,96,0,0,1,1,0,31,5,0,0,5,5,0,0,0
1,44,160,160,0,1,0,1,0,24,6,2,16,7,7,2,16,0
1,44,130,130,0,1,0,1,0,23,5,0,0,5,5,0,0,0
2,39,160,130,0,0,0,1,1,26,5,3,10.666666666666666,5,11,3,10.666666666666666,0
2,43,140,140,1,0,1,1,0,38,18,18,14.5,18,18,18,14.5,0
1,1,126,116.6,1,0,1,1,1,20,5,5,14,5,7,5,13.8,0
1,17,118,120.5,1,0,1,1,0,20,5,3,13.333333333333334,5,11,5,13.571428571428571,0
1,39,133.1,103,0,0,1,1,0,25,6,0,0,6,0,0,0,0
1,17,121,111.9,1,0,1,1,0,19,6,5,12,6,10,4,11.2,0
1,17,148,148.7,0,0,1,1,0,18,5,5,16.2,5,8,5,16,0
1,43,133.1,120,0,0,1,1,0,28,13,7,10.285714285714286,11,13,5,10.6,0
1,1,132,120.1,1,0,1,1,1,20,6,6,13.571428571428571,6,8,6,13.166666666666666,0
1,1,140,127.8,0,0,1,1,0,18,6,6,14.285714285714286,6,9,6,14.857142857142858,0
1,17,112,106.4,1,0,1,1,0,19,5,5,10.2,5,6,4,10.5,0
1,42,100,100,0,1,1,1,0,24,8,2,10.25,8,16,2,10.25,1
1,17,126,123.9,1,0,1,1,0,21,6,0,0,6,0,0,0,0
1,1,150,139.5,0,0,1,1,1,20,6,6,14.833333333333334,6,6,6,14.833333333333334,0
1,44,150,150,1,0,1,1,0,21,6,5,13.625,6,6,5,12.6,0
2,1,144,139.8,0,1,1,1,0,24,7,7,12.271428571428572,8,10,7,13.657142857142857,0
1,39,133.1,154.4,0,0,1,1,0,27,5,0,0,5,0,0,0,0
1,39,133.1,119,0,0,1,1,0,39,9,9,13.22222222222222,7,8,7,13.142857142857142,0
1,39,133.1,96.1,0,0,1,1,0,25,7,2,15,7,12,2,11.5,0
1,7,130,130,0,0,0,1,0,18,0,0,0,0,0,0,0,0
1,43,133,128.8,0,0,1,1,0,19,12,12,13.166666666666666,12,12,12,13,0
1,18,124,126.8,0,0,1,1,1,21,6,5,13.833333333333334,6,6,4,14,0
1,7,130,130,0,0,1,1,0,27,5,0,0,5,0,0,0,0
1,7,110,110,1,0,1,1,0,27,12,9,12.333333333333334,11,11,6,13.166666666666666,0
1,1,127,133.7,1,1,1,1,0,18,6,6,13,6,7,5,11.8,0
1,44,140,140,0,0,1,1,0,19,6,3,13.25,6,9,1,12,0
1,16,133,133.7,1,0,1,0,0,18,6,6,13.5,6,6,6,12.166666666666666,0
1,16,109,137,1,0,1,0,1,18,6,6,12.666666666666666,6,8,5,12.8,0
1,43,133.1,128.2,0,0,1,0,0,23,11,11,15.090909090909092,6,7,6,14.5,0
1,18,133,129.2,1,1,0,1,0,20,0,0,0,0,0,0,0,0
1,17,134,129.5,1,0,1,1,0,18,6,6,13.166666666666666,6,7,6,12.666666666666666,0
1,1,125,129.6,1,0,1,1,0,18,6,6,12.833333333333334,6,8,6,12.833333333333334,0
1,17,132,141.8,1,0,1,1,0,20,6,6,11.833333333333334,6,6,6,12.166666666666666,0
1,1,135,129.8,1,0,1,1,0,20,6,5,12.8,6,11,3,12.75,0
1,44,100,106,0,0,1,1,0,21,7,5,11.8,9,9,5,11,0
1,17,125,121.5,1,0,1,1,0,20,5,5,15.8,5,7,5,14.571428571428571,0
1,17,117,117.7,1,0,1,1,0,20,6,6,14.666666666666666,6,7,6,13.857142857142858,0
1,44,140,140,1,0,1,1,0,19,6,4,12.5,6,16,2,12,0
1,1,132,133.1,1,0,1,1,0,19,5,3,12,6,10,2,10.5,0
1,17,132,119.1,0,1,1,1,0,18,6,3,12.666666666666666,6,11,4,11.142857142857142,0
1,1,133,131.3,1,1,1,0,0,18,6,5,13.6,6,7,5,11.8,0
1,17,143,136.7,1,0,1,0,0,18,6,6,12.5,6,6,6,13.833333333333334,0
1,17,143,126.2,1,0,1,0,1,21,6,6,13.333333333333334,6,7,6,13.5,0
1,15,133.1,109.6,0,0,1,0,0,18,6,4,12.25,6,15,5,11,0
1,1,141,131.9,1,0,1,0,1,18,7,7,15.101428571428572,8,8,8,16.09375,0
1,1,140,140.7,1,0,1,0,1,18,6,6,13.166666666666666,6,6,6,16,0
1,18,134,120.7,1,0,1,0,0,23,6,4,11,6,6,0,0,0
1,1,118,113.8,1,0,1,0,0,21,5,3,11.666666666666666,5,9,4,11.75,0
1,17,119,112.4,1,0,1,0,0,26,7,7,11.571428571428571,6,14,2,11,0
1,1,143,142.7,1,0,1,0,0,18,0,0,0,0,0,0,0,0
1,1,123,125.5,0,0,0,0,1,19,6,6,13.833333333333334,6,7,6,14.285714285714286,0
1,1,108,107.8,1,0,1,0,1,20,7,6,12.357142857142858,8,9,7,13,0
1,1,117,110.4,1,1,0,0,0,19,6,6,12.166666666666666,6,10,2,10.333333333333334,0
1,39,170,138.3,0,0,1,0,0,33,10,9,12.416666666666666,9,14,7,13,0
1,1,157,142.3,0,0,1,0,0,18,5,4,12.75,5,6,4,12.75,0
1,42,141,145,0,0,1,0,0,21,21,18,14.933333333333334,21,33,18,14.933333333333334,12
1,1,125,125.7,1,0,1,0,0,19,6,6,13,6,7,6,11.666666666666666,0
2,1,143,128.7,1,0,1,0,0,18,7,7,14.455000000000002,8,8,8,13.91,0
1,1,142,128,0,0,1,0,1,18,6,6,14,6,7,6,13.285714285714286,0
1,1,150,146.5,1,0,1,0,1,20,6,6,13.5,6,7,6,12.666666666666666,0
1,1,112,106.1,1,0,0,0,0,20,6,0,0,6,0,0,0,0
1,17,133.1,118,0,0,1,0,1,20,6,6,11.666666666666666,6,12,5,14,0
1,17,125,117,1,0,1,0,1,19,5,4,12,5,8,5,13.333333333333334,1
1,1,121,115.4,1,0,1,0,1,19,6,6,11.714285714285714,6,6,6,11.833333333333334,0
1,17,133.1,117,1,0,1,0,0,21,6,6,12.666666666666666,6,7,6,12.428571428571429,0
1,17,135,127,0,0,1,0,0,21,6,0,0,6,0,0,0,0
1,1,132,118,1,0,1,0,0,18,8,7,12.328571428571427,8,8,7,12.328571428571427,0
5,39,133.1,118,0,0,1,0,0,27,7,6,11.666666666666666,7,10,1,10,0
1,43,135,126.4,1,0,1,0,1,20,12,12,13.25,12,12,11,12.727272727272728,0
1,17,133,124.4,1,0,1,0,1,18,7,7,13.3,8,8,8,15.125,0
1,1,135,129.4,1,0,1,0,0,18,6,6,12.833333333333334,6,7,6,12.166666666666666,0
1,44,140,141.7,0,0,1,0,1,20,6,6,12.833333333333334,6,6,6,12.833333333333334,0
1,1,144,132.1,1,0,1,0,1,19,5,3,12.666666666666666,5,7,3,13,0
1,1,122,116.8,1,0,1,0,0,20,7,6,13.271428571428572,8,8,7,14.471428571428572,0
1,1,143,135,0,0,1,0,1,20,5,5,12.4,5,6,5,12.833333333333334,0
1,1,124,116,1,1,1,0,0,19,6,0,0,5,5,0,0,0
1,1,156,155,0,0,1,0,0,18,6,6,14.285714285714286,6,8,6,13.25,0
1,1,142,127,1,0,1,0,0,18,5,3,12.333333333333334,5,9,5,12.6,0
1,17,142,130.8,1,0,1,0,1,19,7,6,12.583333333333334,8,8,7,12.671428571428573,0
1,1,126,121.8,1,0,1,0,0,19,7,6,13.731666666666667,8,10,7,13.771428571428572,0
2,42,170,148.5,0,0,1,1,0,47,10,8,14.625,7,7,5,13.4,0
1,42,130,109.8,1,0,0,1,0,23,3,0,0,2,2,0,0,0
1,1,133,119.7,1,1,1,0,1,19,6,6,12.666666666666666,6,7,6,12.666666666666666,0
1,42,122,122,1,0,1,0,0,20,8,6,12.491666666666667,8,11,6,12.491666666666667,0
1,1,138,147.5,1,0,1,0,1,19,12,12,13.666666666666666,11,12,11,14.166666666666666,0
1,17,163,150.8,1,0,1,0,0,19,6,6,16,6,8,6,14.5,0
1,44,150,150,1,0,1,0,0,19,6,6,14.142857142857142,6,7,6,13,0
1,39,133.1,131.5,0,1,1,0,1,39,6,6,11.833333333333334,6,9,4,13.75,0
1,1,144,127.2,1,0,1,0,1,20,6,6,12.666666666666666,6,8,6,13,0
1,17,118,111,1,0,1,0,0,21,6,6,12.5,6,6,6,12.666666666666666,0
1,43,101,119.9,1,1,0,0,0,22,11,9,10.88888888888889,10,20,4,11.25,1
1,1,133,133.7,1,0,1,0,0,19,6,1,13,5,10,0,0,0
1,17,133.1,140,1,0,1,0,0,22,6,6,15.166666666666666,6,6,6,16,0
1,5,124,113.9,1,0,1,0,1,19,6,6,12.666666666666666,6,7,6,12,0
1,1,127,120.7,1,1,1,1,0,18,0,0,0,0,0,0,0,0
1,39,110,121.8,0,0,0,1,0,36,5,0,0,5,5,0,0,0
1,18,110,117.7,1,1,1,1,1,20,0,0,0,0,0,0,0,0
2,39,160,110,0,0,1,1,0,30,5,2,11,5,6,4,11.5,0
1,43,120,134.4,0,0,1,1,0,24,6,6,15.714285714285714,6,10,6,15.9,0
1,1,133.1,125.3,0,0,1,1,0,26,15,11,10.818181818181818,14,15,11,11.636363636363637,1
